name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Croatia,HRV,HRK,23.67,6.715,14796.716,12964.997,2022-01-01
Hungary,HUN,HUF,982,317.51115,16355.505,5037441.016,2022-01-01
Indonesia,IDN,IDR,34000,14382,3919.465,57154438.66,2022-01-01
India,IND,INR,190,74.6225,1862.198,138221.755,2022-01-01
Ireland,IRL,EUR,4.6,0.89206066,86216.914,75543.928,2022-01-01
Israel,ISR,ILS,17,3.17775,44594.51,153512.402,2022-01-01
Italy,ITA,EUR,4.8,0.89206066,31956.874,28000.861,2022-01-01
Jordan,JOR,JOD,2.12,0.709,4417.718,3132.156,2022-01-01
Japan,JPN,JPY,390,115.225,41233.597,4402700.067,2022-01-01
South Korea,KOR,KRW,4600,1205.5,33653.202,39710953.95,2022-01-01
Kuwait,KWT,KWD,1.25,0.3029,25610.725,7842.644,2022-01-01
Lebanon,LBN,LBP,70000,21500,4172.101,16187750.36,2022-01-01
Sri Lanka,LKA,LKR,840,202.41,3846.175,713821.479,2022-01-01
Lithuania,LTU,EUR,2.9,0.89206066,20407.379,17881.104,2022-01-01
Latvia,LVA,EUR,2.85,0.89206066,17483.696,15319.35,2022-01-01
Moldova,MDA,MDL,52,18,4361.472,75551.527,2022-01-01
Mexico,MEX,MXN,69,20.649,8744.029,187870.79,2022-01-01
Malaysia,MYS,MYR,9.99,4.1855,10400.227,43717.167,2022-01-01
Nicaragua,NIC,NIO,134,35.455,1930.112,66263.225,2022-01-01
Netherlands,NLD,EUR,4.4,0.89206066,53529.218,46902.715,2022-01-01
Norway,NOR,NOK,57,8.91605,70990.273,668432.575,2022-01-01
New Zealand,NZL,NZD,7,1.52264941,41600.502,63998.658,2022-01-01
Oman,OMN,OMR,1.15,0.385,17076.319,6565.845,2022-01-01
Pakistan,PAK,PKR,590,176.52,1376.512,217835.452,2022-01-01
Peru,PER,PEN,12.9,3.83735,6407.682,22497.64,2022-01-01
Philippines,PHL,PHP,142,50.975,3312.739,164391.712,2022-01-01
Poland,POL,PLN,14.08,4.094,15963.102,62250.38,2022-01-01
Portugal,PRT,EUR,3.45,0.89206066,22093.25,19358.277,2022-01-01
Qatar,QAT,QAR,13,3.641,50962.499,185503.497,2022-01-01
Romania,ROU,RON,10.6,4.4119,12983.757,55029.211,2022-01-01
Russia,RUS,RUB,135,77.4175,10166.732,735513.944,2022-01-01
Saudi Arabia,SAU,SAR,15,3.7519,24318.285,91193.569,2022-01-01
Singapore,SGP,SGD,5.9,1.35215,61772.519,85230.118,2022-01-01
Slovakia,SVK,EUR,3.8,0.89206066,19723.139,17281.567,2022-01-01
Slovenia,SVN,EUR,2.8,0.89206066,25451.13,22300.477,2022-01-01
Sweden,SWE,SEK,54,9.3341,52437.634,482966.81,2022-01-01
Thailand,THA,THB,128,33.295,6983.034,218524.787,2022-01-01
Turkey,TUR,TRY,24.99,13.4155,8758.704,61662.297,2022-01-01
Taiwan,TWN,TWD,75,27.814,28727.743,849859.999,2022-01-01
Ukraine,UKR,UAH,69,28.3673,3781.329,101935.261,2022-01-01
Uruguay,URY,UYU,239,44.0355,15256.948,641028.309,2022-01-01
United States,USA,USD,5.04,1,64517.998,64517.998,2022-01-01
Venezuela,VEN,VES,23,4.5435,1532.617,501.325,2022-01-01
Vietnam,VNM,VND,69000,22650,3548.611,82436597.15,2022-01-01
South Africa,ZAF,ZAR,39.9,15.47,5660.106,93187.507,2022-01-01
United Arab Emirates,ARE,AED,18,3.67305,42839.579,157328.354,2022-07-01
Argentina,ARG,ARS,590,129.115,10610.191,1008957.601,2022-07-01
Australia,AUS,AUD,6.7,1.44843568945539,64411.291,85678.458,2022-07-01
Austria,AUT,EUR,4.35,0.975849999999997,53827.338,45480.464,2022-07-01
Azerbaijan,AZE,AZN,4.7,1.69825,5468.269,9296.057,2022-07-01
Belgium,BEL,EUR,4.6,0.975849999999997,51833.16,43795.517,2022-07-01
Bahrain,BHR,BHD,1.6,0.377,27147.808,10207.576,2022-07-01
Brazil,BRA,BRL,22.9,5.39175,7951.553,42893.792,2022-07-01
Canada,CAN,CAD,5.88,1.28915,52907.542,66339.545,2022-07-01
Switzerland,CHE,CHF,6.5,0.96845,96895.469,88547.52,2022-07-01
Chile,CHL,CLP,3400,928.435,16265.341,12346478.04,2022-07-01
China,CHN,CNY,24,6.74735,12872.366,83046.135,2022-07-01
Colombia,COL,COP,14950,4295.1,6231.291,23331474.85,2022-07-01
Costa Rica,CRI,CRC,2650,678.105,12660.545,7860288.917,2022-07-01
Czech Republic,CZE,CZK,95,23.92,27667.664,599784.229,2022-07-01
Germany,DEU,EUR,4.58,0.975849999999997,53151.541,44909.461,2022-07-01
Egypt,EGY,EGP,46,18.945,4145.939,65260.529,2022-07-01
Spain,ESP,EUR,4.58,0.975849999999997,30792.106,26017.249,2022-07-01
Estonia,EST,EUR,3.4,0.975849999999997,27969.745,23632.545,2022-07-01
Euro area,EUZ,EUR,4.65,0.975849999999997,43493.3993785585,36748.9949851662,2022-07-01
Finland,FIN,EUR,5.25,0.975849999999997,53203.799,44953.615,2022-07-01
France,FRA,EUR,4.7,0.975849999999997,43848.345,37048.889,2022-07-01
Britain,GBR,GBP,3.69,0.831079999999998,47707.119,34677.835,2022-07-01
Greece,GRC,EUR,4,0.975849999999997,20456.642,17284.48,2022-07-01
Guatemala,GTM,GTQ,26,7.7279,4911.934,37996.127,2022-07-01
Hong Kong,HKG,HKD,21,7.84995,49848.567,387485.375,2022-07-01
Honduras,HND,HNL,89,24.615,2735.306,65689.094,2022-07-01
Croatia,HRV,HRK,27,7.32845,17801.412,15040.99,2022-07-01
Hungary,HUN,HUF,1030,389.04615,18991.056,5756964.667,2022-07-01
Indonesia,IDN,IDR,35000,14977.5,4351.304,62259074.08,2022-07-01
India,IND,INR,191,79.9513,2181.098,162500.276,2022-07-01
Ireland,IRL,EUR,5,0.975849999999997,103624.405,87555.62,2022-07-01
Israel,ISR,ILS,17,3.43745,52280.982,168877.941,2022-07-01
Italy,ITA,EUR,5.1,0.975849999999997,36812.907,31104.419,2022-07-01
Jordan,JOR,JOD,2.3,0.71015,4588.189,3253.019,2022-07-01
Japan,JPN,JPY,390,137.865,41643.614,4570566.743,2022-07-01
South Korea,KOR,KRW,4600,1313.45,37518.465,42919310.14,2022-07-01
Kuwait,KWT,KWD,1.3,0.3074,33824.862,10203.326,2022-07-01
Lebanon,LBN,LBP,130000,25600,3669.513,45553336.17,2022-07-01
Sri Lanka,LKA,LKR,1340,360,3999.337,794925.528,2022-07-01
Lithuania,LTU,EUR,3.05,0.975849999999997,23893.846,20188.685,2022-07-01
Latvia,LVA,EUR,3,0.975849999999997,20181.834,17052.286,2022-07-01
Moldova,MDA,MDL,60,19.298,5213.541,92164.675,2022-07-01
Mexico,MEX,MXN,70,20.4125,10207.315,206926.851,2022-07-01
Malaysia,MYS,MYR,10.9,4.45,11474.232,47541.159,2022-07-01
Nicaragua,NIC,NIO,139,35.89,2131.973,74987.345,2022-07-01
Netherlands,NLD,EUR,4.5,0.975849999999997,60380.434,51017.386,2022-07-01
Norway,NOR,NOK,62,9.89765,96320.63,827394.211,2022-07-01
New Zealand,NZL,NZD,7.1,1.60372063186593,49115.964,69419.045,2022-07-01
Oman,OMN,OMR,1.42,0.385,19458.594,7481.829,2022-07-01
Pakistan,PAK,PKR,700,221.75,1565.575,250847.859,2022-07-01
Peru,PER,PEN,13.9,3.89285,6923.086,27008.113,2022-07-01
Philippines,PHL,PHP,155,56.265,3580.009,176331.904,2022-07-01
Poland,POL,PLN,16.68,4.64845,18591.612,71790.58,2022-07-01
Portugal,PRT,EUR,4,0.975849999999997,24618.881,20801.291,2022-07-01
Qatar,QAT,QAR,13,3.64175,65400.854,238059.11,2022-07-01
Romania,ROU,RON,11,4.82175,14856.806,61766.289,2022-07-01
Saudi Arabia,SAU,SAR,17,3.755,31920.765,119702.87,2022-07-01
Singapore,SGP,SGD,5.9,1.3914,80884.836,108667.43,2022-07-01
Slovakia,SVK,EUR,3.9,0.975849999999997,22087.226,18662.214,2022-07-01
Slovenia,SVN,EUR,3.2,0.975849999999997,29199.811,24671.867,2022-07-01
Sweden,SWE,SEK,57,10.19785,60435.671,518330.561,2022-07-01
Thailand,THA,THB,128,36.6125,7055.188,225604.39,2022-07-01
Turkey,TUR,TRY,47,17.565,9836.039,88343.018,2022-07-01
Taiwan,TWN,TWD,75,29.9075,33238.717,931465.177,2022-07-01
Uruguay,URY,UYU,255,41.91,17313.507,754045.069,2022-07-01
United States,USA,USD,5.15,1,71365.73,71365.73,2022-07-01
Venezuela,VEN,VES,10,5.6732,2052.288,6710.287,2022-07-01
Vietnam,VNM,VND,69000,23417,3756.77,86161841.6,2022-07-01
South Africa,ZAF,ZAR,39.9,17.03625,6970.691,103044.232,2022-07-01
United Arab Emirates,ARE,AED,18,3.673,42839.579,157328.354,2023-01-01
Argentina,ARG,ARS,980,184.69875,10610.191,1008957.601,2023-01-01
Australia,AUS,AUD,7.25,1.41854032200865,64411.291,85678.458,2023-01-01
Austria,AUT,EUR,4.48,0.9195,53827.338,45480.464,2023-01-01
Azerbaijan,AZE,AZN,4.9,1.7025,5468.269,9296.057,2023-01-01
Belgium,BEL,EUR,4.6,0.9195,51833.16,43795.517,2023-01-01
Bahrain,BHR,BHD,1.7,0.377,27147.808,10207.576,2023-01-01
Brazil,BRA,BRL,22.9,5.1581,7951.553,42893.792,2023-01-01
Canada,CAN,CAD,6.11,1.33595,52907.542,66339.545,2023-01-01
Switzerland,CHE,CHF,6.7,0.92315,96895.469,88547.52,2023-01-01
Chile,CHL,CLP,3800,800.425,16265.341,12346478.04,2023-01-01
China,CHN,CNY,24,6.78405,12872.366,83046.135,2023-01-01
Colombia,COL,COP,18900,4545.55,6231.291,23331474.85,2023-01-01
Costa Rica,CRI,CRC,2800,564.07,12660.545,7860288.917,2023-01-01
Czech Republic,CZE,CZK,99,21.94565,27667.664,599784.229,2023-01-01
Germany,DEU,EUR,4.76,0.9195,53151.541,44909.461,2023-01-01
Denmark,DNK,DKK,37,6.8401,69538.862,437198.686,2023-01-01
Egypt,EGY,EGP,55,29.845,4145.939,65260.529,2023-01-01
Spain,ESP,EUR,4.85,0.9195,30792.106,26017.249,2023-01-01
Estonia,EST,EUR,3.8,0.9195,27969.745,23632.545,2023-01-01
Euro area,EUZ,EUR,4.81,0.9195,43493.3993785585,36748.9949851662,2023-01-01
Finland,FIN,EUR,5.35,0.9195,53203.799,44953.615,2023-01-01
France,FRA,EUR,5,0.9195,43848.345,37048.889,2023-01-01
Britain,GBR,GBP,3.79,0.81205,47707.119,34677.835,2023-01-01
Greece,GRC,EUR,4.55,0.9195,20456.642,17284.48,2023-01-01
Guatemala,GTM,GTQ,27,7.8438,4911.934,37996.127,2023-01-01
Hong Kong,HKG,HKD,21,7.8307,49848.567,387485.375,2023-01-01
Honduras,HND,HNL,100,24.7,2735.306,65689.094,2023-01-01
Hungary,HUN,HUF,1350,359.4686,18991.056,5756964.667,2023-01-01
Indonesia,IDN,IDR,35000,14887.5,4351.304,62259074.08,2023-01-01
India,IND,INR,207,81.715,2181.098,162500.276,2023-01-01
Ireland,IRL,EUR,4.9,0.9195,103624.405,87555.62,2023-01-01
Israel,ISR,ILS,17,3.36365,52280.982,168877.941,2023-01-01
Italy,ITA,EUR,5.2,0.9195,36812.907,31104.419,2023-01-01
Jordan,JOR,JOD,2.5,0.71005,4588.189,3253.019,2023-01-01
Japan,JPN,JPY,410,130.1,41643.614,4570566.743,2023-01-01
South Korea,KOR,KRW,4900,1235.45,37518.465,42919310.14,2023-01-01
Kuwait,KWT,KWD,1.9,0.30535,33824.862,10203.326,2023-01-01
Lebanon,LBN,LBP,170000,38000,3669.513,45553336.17,2023-01-01
Sri Lanka,LKA,LKR,1820,364.655,3999.337,794925.528,2023-01-01
Lithuania,LTU,EUR,3.35,0.9195,23893.846,20188.685,2023-01-01
Latvia,LVA,EUR,3.4,0.9195,20181.834,17052.286,2023-01-01
Moldova,MDA,MDL,60,18.8411,5213.541,92164.675,2023-01-01
Mexico,MEX,MXN,79,18.838,10207.315,206926.851,2023-01-01
Malaysia,MYS,MYR,12.9,4.2855,11474.232,47541.159,2023-01-01
Nicaragua,NIC,NIO,154,36.45,2131.973,74987.345,2023-01-01
Netherlands,NLD,EUR,4.88,0.9195,60380.434,51017.386,2023-01-01
Norway,NOR,NOK,65,9.86415,96320.63,827394.211,2023-01-01
New Zealand,NZL,NZD,7.5,1.53787004998078,49115.964,69419.045,2023-01-01
Oman,OMN,OMR,1.42,0.385,19458.594,7481.829,2023-01-01
Pakistan,PAK,PKR,780,230.2,1565.575,250847.859,2023-01-01
Peru,PER,PEN,13.9,3.8847,6923.086,27008.113,2023-01-01
Philippines,PHL,PHP,155,54.435,3580.009,176331.904,2023-01-01
Poland,POL,PLN,17.75,4.3373,18591.612,71790.58,2023-01-01
Portugal,PRT,EUR,4.4,0.9195,24618.881,20801.291,2023-01-01
Qatar,QAT,QAR,14,3.64175,65400.854,238059.11,2023-01-01
Romania,ROU,RON,12.3,4.51885,14856.806,61766.289,2023-01-01
Saudi Arabia,SAU,SAR,19,3.7545,31920.765,119702.87,2023-01-01
Singapore,SGP,SGD,5.9,1.32015,80884.836,108667.43,2023-01-01
Slovakia,SVK,EUR,4,0.9195,22087.226,18662.214,2023-01-01
Slovenia,SVN,EUR,3.5,0.9195,29199.811,24671.867,2023-01-01
Sweden,SWE,SEK,57.4,10.2154,60435.671,518330.561,2023-01-01
Thailand,THA,THB,128,32.8225,7055.188,225604.39,2023-01-01
Turkey,TUR,TRY,75,18.8055,9836.039,88343.018,2023-01-01
Taiwan,TWN,TWD,75,30.369,33238.717,931465.177,2023-01-01
Ukraine,UKR,UAH,92,36.917,4872.611,132954.995,2023-01-01
Uruguay,URY,UYU,268,39.125,17313.507,754045.069,2023-01-01
United States,USA,USD,5.36,1,71365.73,71365.73,2023-01-01
Venezuela,VEN,VES,56.3,20.7081,2052.288,6710.287,2023-01-01
Vietnam,VNM,VND,72000,23450,3756.77,86161841.6,2023-01-01
South Africa,ZAF,ZAR,49.9,17.21,6970.691,103044.232,2023-01-01
United Arab Emirates,ARE,AED,18,3.67305,49704.159,182538.522,2023-07-01
Argentina,ARG,ARS,1650,275.275,13702.23,1791074.937,2023-07-01
Australia,AUS,AUD,7.45,1.48400979446464,65775.618,94647.265,2023-07-01
Austria,AUT,EUR,4.81,0.90699,52748.753,50052.092,2023-07-01
Azerbaijan,AZE,AZN,5.95,1.7025,7831.176,13312.999,2023-07-01
Belgium,BEL,EUR,4.9,0.90699,50918.392,48315.305,2023-07-01
Bahrain,BHR,BHD,1.7,0.37695,30470.504,11456.91,2023-07-01
Brazil,BRA,BRL,22.9,4.75705,9256.482,47802.017,2023-07-01
Canada,CAN,CAD,7.05,1.31625,56608.779,73679.427,2023-07-01
Switzerland,CHE,CHF,6.7,0.86685,98220.06,93783.705,2023-07-01
Chile,CHL,CLP,3900,839.505,15385.381,13434335.19,2023-07-01
China,CHN,CNY,25,7.14355,12989.394,87367.65,2023-07-01
Colombia,COL,COP,18900,3882.915,6687.547,28463498.64,2023-07-01
Costa Rica,CRI,CRC,2950,544.875,13575.942,8786541.805,2023-07-01
Czech Republic,CZE,CZK,105,21.6516,27876.28,651106.268,2023-07-01
Germany,DEU,EUR,5.34,0.90699,50943.628,48339.25,2023-07-01
Denmark,DNK,DKK,38.2,6.7593,68122.941,482048.279,2023-07-01
Egypt,EGY,EGP,81,30.925,4587.172,75699.807,2023-07-01
Spain,ESP,EUR,5.2,0.90699,30154.509,28612.929,2023-07-01
Estonia,EST,EUR,4.45,0.90699,28362.68,26912.703,2023-07-01
Euro area,EUZ,EUR,5.28,0.90699,42026.6440239555,39878.1284226225,2023-07-01
Finland,FIN,EUR,5.75,0.90699,50551.801,47967.455,2023-07-01
France,FRA,EUR,5.3,0.90699,41095.77,38994.842,2023-07-01
Britain,GBR,GBP,4.19,0.77721,47206.385,38159.397,2023-07-01
Greece,GRC,EUR,4.7,0.90699,20853.518,19787.429,2023-07-01
Guatemala,GTM,GTQ,29,7.8689,5358.743,41520.525,2023-07-01
Hong Kong,HKG,HKD,23,7.7987,47998.494,375896.207,2023-07-01
Honduras,HND,HNL,102,24.62,3003.169,73538.18,2023-07-01
Croatia,HRV,EUR,4.09,0.90699,18479.472,17534.751,2023-07-01
Hungary,HUN,HUF,1400,351.0725,18499.915,6862687.201,2023-07-01
Indonesia,IDN,IDR,38000,15080,4784.207,71044778.38,2023-07-01
India,IND,INR,209,82.2488,2279.982,183227.197,2023-07-01
Ireland,IRL,EUR,5.1,0.90699,104719.832,99366.269,2023-07-01
Israel,ISR,ILS,17,3.66365,54983.858,184724.562,2023-07-01
Italy,ITA,EUR,5.8,0.90699,35672.007,33848.357,2023-07-01
Jordan,JOR,JOD,2.5,0.70895,4761.13,3375.634,2023-07-01
Japan,JPN,JPY,450,142.08,35565.979,4676860.134,2023-07-01
South Korea,KOR,KRW,5200,1274.65,34822.406,44971280.6,2023-07-01
Kuwait,KWT,KWD,1.4,0.3071,38288.598,11723.522,2023-07-01
Lebanon,LBN,LBP,430000,85500,4676.775,124951122,2023-07-01
Sri Lanka,LKA,LKR,1820,327.5,3362.507,1084854.695,2023-07-01
Lithuania,LTU,EUR,3.85,0.90699,24963.397,23687.2,2023-07-01
Latvia,LVA,EUR,3.7,0.90699,20276.131,19239.56,2023-07-01
Moldova,MDA,MDL,63,17.665,5662.201,107011.638,2023-07-01
Mexico,MEX,MXN,89,16.7025,11287.534,227188.153,2023-07-01
Malaysia,MYS,MYR,13.15,4.509,12490.212,54970.389,2023-07-01
Nicaragua,NIC,NIO,159,36.55,2345.867,84160.806,2023-07-01
Netherlands,NLD,EUR,5.33,0.90699,59540.881,56496.989,2023-07-01
Norway,NOR,NOK,70,10.1165,112747.923,1083977.323,2023-07-01
New Zealand,NZL,NZD,8.1,1.60681288663935,48165.092,75738.435,2023-07-01
Oman,OMN,OMR,1.42,0.38505,22265.142,8560.947,2023-07-01
Pakistan,PAK,PKR,985,286.25,1651.323,293646.996,2023-07-01
Peru,PER,PEN,14.9,3.60375,7431.168,28512.771,2023-07-01
Philippines,PHL,PHP,155,54.925,3644.792,198560.267,2023-07-01
Poland,POL,PLN,19.9,3.9946,18859.803,84057.197,2023-07-01
Portugal,PRT,EUR,4.9,0.90699,24558.61,23303.107,2023-07-01
Qatar,QAT,QAR,14,3.64,80385.391,292602.825,2023-07-01
Romania,ROU,RON,14.5,4.4761,15537.961,72708.642,2023-07-01
Saudi Arabia,SAU,SAR,19,3.7516,38510.236,144413.385,2023-07-01
Singapore,SGP,SGD,6.45,1.3278,91227.719,125772.615,2023-07-01
Slovakia,SVK,EUR,4.3,0.90699,21322.934,20232.848,2023-07-01
Slovenia,SVN,EUR,3.6,0.90699,28448.549,26994.182,2023-07-01
Sweden,SWE,SEK,60.27,10.5075,54656.482,552809.394,2023-07-01
Thailand,THA,THB,128,34.22875,6910.01,242274.277,2023-07-01
Turkey,TUR,TRY,95,26.92675,10881.992,180346.64,2023-07-01
Taiwan,TWN,TWD,75,31.4265,32909.322,980906.216,2023-07-01
Ukraine,UKR,UAH,105,36.93145,4693.891,151811.222,2023-07-01
Uruguay,URY,UYU,259,37.765,20347.456,837657.292,2023-07-01
United States,USA,USD,5.58,1,77948.992,77948.992,2023-07-01
Vietnam,VNM,VND,74000,23687.5,4132.552,96734439.71,2023-07-01
South Africa,ZAF,ZAR,49.9,17.78375,6693.779,109526.962,2023-07-01
United Arab Emirates,ARE,AED,18,3.67295,49704.159,182538.522,2024-01-01
Argentina,ARG,ARS,3150,821.44,13702.23,1791074.937,2024-01-01
Australia,AUS,AUD,7.7,1.51745068285281,65775.618,94647.265,2024-01-01
Austria,AUT,EUR,5.01,0.91865,52748.753,50052.092,2024-01-01
Azerbaijan,AZE,AZN,5.95,1.7025,7831.176,13312.999,2024-01-01
Belgium,BEL,EUR,4.9,0.91865,50918.392,48315.305,2024-01-01
Bahrain,BHR,BHD,1.7,0.37695,30470.504,11456.91,2024-01-01
Brazil,BRA,BRL,23.9,4.96975,9256.482,47802.017,2024-01-01
Canada,CAN,CAD,7.47,1.34465,56608.779,73679.427,2024-01-01
Switzerland,CHE,CHF,7.1,0.86935,98220.06,93783.705,2024-01-01
Chile,CHL,CLP,4050,908.85,15385.381,13434335.19,2024-01-01
China,CHN,CNY,25,7.2013,12989.394,87367.65,2024-01-01
Colombia,COL,COP,19900,3911.86,6687.547,28463498.64,2024-01-01
Costa Rica,CRI,CRC,2950,516.455,13575.942,8786541.805,2024-01-01
Czech Republic,CZE,CZK,105,22.7725,27876.28,651106.268,2024-01-01
Germany,DEU,EUR,5.49,0.91865,50943.628,48339.25,2024-01-01
Denmark,DNK,DKK,39,6.85195,68122.941,482048.279,2024-01-01
Egypt,EGY,EGP,85,30.9,4587.172,75699.807,2024-01-01
Spain,ESP,EUR,5.3,0.91865,30154.509,28612.929,2024-01-01
Estonia,EST,EUR,4.45,0.91865,28362.68,26912.703,2024-01-01
Euro area,EUZ,EUR,5.39,0.91865,42026.6440239555,39878.1284226225,2024-01-01
Finland,FIN,EUR,5.75,0.91865,50551.801,47967.455,2024-01-01
France,FRA,EUR,5.4,0.91865,41095.77,38994.842,2024-01-01
Britain,GBR,GBP,4.49,0.78629,47206.385,38159.397,2024-01-01
Greece,GRC,EUR,4.7,0.91865,20853.518,19787.429,2024-01-01
Guatemala,GTM,GTQ,29,7.8149,5358.743,41520.525,2024-01-01
Hong Kong,HKG,HKD,23,7.818,47998.494,375896.207,2024-01-01
Honduras,HND,HNL,102,24.68,3003.169,73538.18,2024-01-01
Croatia,HRV,EUR,4.38,0.91865,18479.472,17534.751,2024-01-01
Hungary,HUN,HUF,1400,352.0509,18499.915,6862687.201,2024-01-01
Indonesia,IDN,IDR,38000,15635,4784.207,71044778.38,2024-01-01
India,IND,INR,215,83.06625,2279.982,183227.197,2024-01-01
Ireland,IRL,EUR,5.5,0.91865,104719.832,99366.269,2024-01-01
Israel,ISR,ILS,17,3.76425,54983.858,184724.562,2024-01-01
Italy,ITA,EUR,5.8,0.91865,35672.007,33848.357,2024-01-01
Jordan,JOR,JOD,2.5,0.709,4761.13,3375.634,2024-01-01
Japan,JPN,JPY,450,147.86,35565.979,4676860.134,2024-01-01
South Korea,KOR,KRW,5500,1338.9,34822.406,44971280.6,2024-01-01
Kuwait,KWT,KWD,1.4,0.30775,38288.598,11723.522,2024-01-01
Lebanon,LBN,LBP,430000,89500,4676.775,124951122,2024-01-01
Sri Lanka,LKA,LKR,1820,319.95,3362.507,1084854.695,2024-01-01
Lithuania,LTU,EUR,3.85,0.91865,24963.397,23687.2,2024-01-01
Latvia,LVA,EUR,3.7,0.91865,20276.131,19239.56,2024-01-01
Moldova,MDA,MDL,63,17.7,5662.201,107011.638,2024-01-01
Mexico,MEX,MXN,89,17.1385,11287.534,227188.153,2024-01-01
Malaysia,MYS,MYR,13.15,4.7265,12490.212,54970.389,2024-01-01
Nicaragua,NIC,NIO,159,36.6243,2345.867,84160.806,2024-01-01
Netherlands,NLD,EUR,5.53,0.91865,59540.881,56496.989,2024-01-01
Norway,NOR,NOK,75,10.5057,112747.923,1083977.323,2024-01-01
New Zealand,NZL,NZD,8.2,1.63813580145794,48165.092,75738.435,2024-01-01
Oman,OMN,OMR,1.42,0.385,22265.142,8560.947,2024-01-01
Pakistan,PAK,PKR,1065,279.75,1651.323,293646.996,2024-01-01
Peru,PER,PEN,15.9,3.7418,7431.168,28512.771,2024-01-01
Philippines,PHL,PHP,161,56.3,3644.792,198560.267,2024-01-01
Poland,POL,PLN,19.9,4.00785,18859.803,84057.197,2024-01-01
Portugal,PRT,EUR,4.95,0.91865,24558.61,23303.107,2024-01-01
Qatar,QAT,QAR,14,3.641,80385.391,292602.825,2024-01-01
Romania,ROU,RON,15.65,4.57225,15537.961,72708.642,2024-01-01
Saudi Arabia,SAU,SAR,19,3.7506,38510.236,144413.385,2024-01-01
Singapore,SGP,SGD,6.65,1.3415,91227.719,125772.615,2024-01-01
Slovakia,SVK,EUR,4.3,0.91865,21322.934,20232.848,2024-01-01
Slovenia,SVN,EUR,3.9,0.91865,28448.549,26994.182,2024-01-01
Sweden,SWE,SEK,61.29,10.44965,54656.482,552809.394,2024-01-01
Thailand,THA,THB,135,35.6775,6910.01,242274.277,2024-01-01
Turkey,TUR,TRY,120,30.25475,10881.992,180346.64,2024-01-01
Taiwan,TWN,TWD,75,31.3475,32909.322,980906.216,2024-01-01
Ukraine,UKR,UAH,110,37.4443,4693.891,151811.222,2024-01-01
Uruguay,URY,UYU,275,39.065,20347.456,837657.292,2024-01-01
United States,USA,USD,5.69,1,77948.992,77948.992,2024-01-01
Venezuela,VEN,VES,178.13,36.1007,3306.913,23100.186,2024-01-01
Vietnam,VNM,VND,74000,24565,4132.552,96734439.71,2024-01-01
South Africa,ZAF,ZAR,51.9,19.18625,6693.779,109526.962,2024-01-01
United Arab Emirates,ARE,AED,18,3.673,48941.279,179736.848,2024-07-01
Argentina,ARG,ARS,6100,931.9742,13908.489,4124101.94,2024-07-01
Australia,AUS,AUD,7.75,1.53139356814701,64851.313,97546.135,2024-07-01
Austria,AUT,EUR,5.15,0.92413,56763.597,52482.083,2024-07-01
Azerbaijan,AZE,AZN,6.15,1.7,7151.946,12158.308,2024-07-01
Belgium,BEL,EUR,4.9,0.92413,55482.368,51297.493,2024-07-01
Bahrain,BHR,BHD,1.7,0.377,29290.112,11013.082,2024-07-01
Brazil,BRA,BRL,23.9,5.65275,10350.437,51693.88,2024-07-01
Canada,CAN,CAD,7.62,1.38145,55002.356,74248.156,2024-07-01
Switzerland,CHE,CHF,7.1,0.88025,105353.239,94658.832,2024-07-01
Chile,CHL,CLP,4290,944.85,16988.274,14266667.33,2024-07-01
China,CHN,CNY,25.5,7.2276,13029.245,91813.807,2024-07-01
Colombia,COL,COP,19900,4058.99,7026.609,30396794.09,2024-07-01
Costa Rica,CRI,CRC,2950,524.47,16582.493,9020524.051,2024-07-01
Czech Republic,CZE,CZK,109,23.53295,31800.883,705918.648,2024-07-01
Germany,DEU,EUR,6.05,0.92413,54793.074,50660.191,2024-07-01
Denmark,DNK,DKK,39,6.8959,68207.562,469929.816,2024-07-01
Egypt,EGY,EGP,120,48.6,3743.608,96535.171,2024-07-01
Spain,ESP,EUR,5.4,0.92413,33312.918,30800.22,2024-07-01
Estonia,EST,EUR,4.5,0.92413,30272.75,27989.364,2024-07-01
Euro area,EUZ,EUR,5.6,0.92413,45385.507976106,41962.2107660266,2024-07-01
Finland,FIN,EUR,5.95,0.92413,53069.46,49066.584,2024-07-01
France,FRA,EUR,5.5,0.92413,44749.675,41374.337,2024-07-01
Britain,GBR,GBP,4.59,0.77854,49938.295,40162.333,2024-07-01
Greece,GRC,EUR,4.7,0.92413,23335.57,21575.436,2024-07-01
Guatemala,GTM,GTQ,31,7.7458,5757.518,45099.075,2024-07-01
Hong Kong,HKG,HKD,23,7.812,50580.146,396021.467,2024-07-01
Honduras,HND,HNL,102,24.79555,3227.455,79400.773,2024-07-01
Croatia,HRV,EUR,4.32,0.92413,22188.372,20514.767,2024-07-01
Hungary,HUN,HUF,1420,364.17615,22220.348,7842986.25,2024-07-01
Indonesia,IDN,IDR,40000,16260,4919.934,74964470.45,2024-07-01
India,IND,INR,219,83.72875,2434.448,201547.339,2024-07-01
Ireland,IRL,EUR,5.65,0.92413,106501.452,98468.355,2024-07-01
Israel,ISR,ILS,17,3.76125,52146.476,191240.668,2024-07-01
Italy,ITA,EUR,5.8,0.92413,39282.374,36319.418,2024-07-01
Jordan,JOR,JOD,2.5,0.709,4913.167,3483.428,2024-07-01
